id,input_text,labels
kzp_train_044690,хош иісті заттар парфюмериялық және косметикалық бұйымдарға тағамға жағымды иіс беретін органикалық қосылыстар хош иісті заттар табиғатта кең тараған олар көбінесе өсімдіктер мен жануарлар организмдерінде болады жасанды жолмен алынатын түрлері де бар,O O O O O O COMMA O O O O O PERIOD O O O O O COMMA O O O O O O COMMA O O O O O PERIOD
kzp_train_023289,толық аты-жөніңіз міндетті : оңтүстік қазақстан облысы түркістан қаласы ш.ниязов атындағы жалпы орта мектебінің бастауыш сынып пән мұғалімі усекеева гульнара балтабаевна ұстаз..,O O O O O O O O O O O O O O O O O O O O O PERIOD
kzp_train_040158,шырынды жемісті көп тұқымды жидек асқабақ алма т.б және бір тұқымды сүйекті жеміс деп бөледі,O O O O COMMA COMMA COMMA PERIOD O O O O O O PERIOD
kzp_train_002849,ортақшыл ауылдық округі әкімінің аппараты коммуналдық мемлекеттік мекемесі азаматтық-құқықтық қатынастарға өз атынан түседі,O O O O O O O O O O O O PERIOD
kzp_train_031843,жылдың желтоқсанындағы және жылғы тамыздағы келісімге сәйкес ксро финанс және техника сондай-ақ маман кадрлар жағынан көмек көрсетті,O O O O O O O O O O COMMA O O O O O PERIOD
kzp_train_032580,орташа су ағымы м&lt;sup&gt;3&lt;/sup&gt;/с жылдық ағын мөлшері км&lt;sup&gt;3&lt;/sup&gt; ағысының сипатына аңғарларының морфологиясына байланысты өзен: таулы жоғарғы ортаңғы рейн және төменгі рейн болып бөлінеді,O O O COMMA O O O PERIOD O COMMA O O O O COMMA COMMA O O O O O O PERIOD
kzp_train_014069,"ұзақ қашықтыққа талмай жүзетін жалғыз қарияның салауатты өмір салтын ұстанғанына тура он жыл болыпты оның бүгінгі жетістіктеріне жаттықтырушылары да дән риза,-деп жазады stan.kz сайтының өңірдегі тілшісі",O O O O O O O O O O O O O PERIOD O O O O O O O O O O O PERIOD
kzp_train_023049,мысалы қазақстанда ауылды дамыту жөнінде тек қана милиондаған долларды талап ететін жобаларды ұсынып жатады менің айтарым: ақша бөлінеді деп ойламай-ақ қойындар,O O O O O O O O O O O O O PERIOD O O O O O O PERIOD
kzp_train_038649,инсулин insulinum insula арал эндокринді эпителиоциттерден құралған ұйқы безі аралшықтарының бета-жасушалары в- инсулоциттері бөліп қанға шығаратын гормон в- инсулоциттер ұйқы безі аралшықтарының орталықтарында орналасады,O O O O O O O O O O O O O COMMA O O PERIOD O O O O O O PERIOD
kzp_train_026646,бір жазбаң мен бір сағат уағызыңа қарсы интернеттің катюшасы сағат бойына шаршамастан үздіксіз сатырлатып тойтарыс беріп тұрған жоқ па байлауда тұрған ит не бос жүрсе де тек сылбыр үрген ит ешкімнің жүрегіне қорқыныш ұялата алмайды,O O O O O O O O O O O COMMA O O O O O O QUESTION O O COMMA O O O O O O O O O O O O PERIOD
kzp_train_037220,аризонадағы үлкен каньон қайда,O O O QUESTION
kzp_train_026211,және де біз жоғары вольтты құрылғыны өзіміздің спецификациямызға сай дамытып құрастыра алатын болғандықтан оларды сіздің орналасқан жердің қажеттіліктеріне сәйкестендіре аламыз бұған қоса біздің құрылғымыз тіркелген болғандықтан жоғарғы қауіпсіздік талаптарына сәйкес,O O O O O O O O O COMMA O O COMMA O O O O O O PERIOD O COMMA O O O O O O O PERIOD
kzp_train_029222,грек мифологиясындағы махаббат құдайы кім,O O O O QUESTION
kzp_train_055636,шортанбай қанайұлының қай жылдары өмір сүрген,O O O O O QUESTION
kzp_train_035247,йорубалар африканың батыс аймағын негізінен нигерия мемлекетін мекен ететін қара нәсілді құрама халық,O O O COMMA O O O O O O O O PERIOD
kzp_train_055769,бұл әліппе славян елдерінің арасындағы мәдени байланыстың дамуына зор ықпал жасады ұлы моравия мемлекеті орталық еуропада неміс феодалдарының жаулап алу саясатына қарсы тұрып батыс славян мемлекеттілігін сақтап қалды,O O O O O O O O O O PERIOD O O O O O O O O O O O COMMA O O O O PERIOD
kzp_train_043225,әсіресе махамбет өлеңдерін жеткізудегі еңбегі ерекше махамбет жырлары қуан жырау мұрат ығылман ақындар арқылы біздің заманымызға жеткен,O O O O O PERIOD O O O O O O O O O O PERIOD
kzp_train_043919,біздің биосфера күн энергиясы мен фотосинтез үдерісі есебінен өмір сүріп келеді фотосинтез үдерісі тірі тіршілік иелерінің барлығына қолайлы,O O O O O O O O O O PERIOD O O O O O O PERIOD
kzp_train_029899,миокард беткей және терең бұлшықет қабаттарынан тұрады беткей қабат оң және сол жүрекшелерді сыртынан сақина тәрізді қаптайтын екеуіне ортақ қабат,O O O O O O PERIOD O O O O O O O O O COMMA O O PERIOD
kzp_train_056497,вергилий немесе публий вергилий марон publius vergilius maro ежелгі римнің ұлы ақыны б.з.б жылдарда өмір сүрді буколиктер георгиктер энеида шығармаларының авторы,O O O O O O O O O O O COMMA O O O PERIOD COMMA COMMA O O PERIOD
kzp_train_013245,азаматтар өздерiнiң бiлiмiне жұмыс тәжiрибесiне кәсiби деңгейi мен жеке бас қасиетіне қатысты қосымша ақпарат бiлiктiлiгiн арттыру ғылыми дәрежелер мен атақтар берiлуi туралы құжаттардың көшiрмелерi мiнездемелер ұсынымдар ғылыми жарияланымдар ұсына алады,O O COMMA O COMMA O O O O O O O O O O COMMA O O O O O O O COMMA COMMA COMMA O O O PERIOD
kzp_train_030445,жылдың ақпанында резиденцияға миноменттен оқ атылады алайда ғимарат ішіндегілер де джон мейджор да зардап шекпеді,O O O O O PERIOD COMMA O O COMMA O O O O PERIOD
kzp_train_051293,бұл жеңіс көтерілісшілердің рухын көтеріп оларды жігерлендіре түсті,O O O O COMMA O O PERIOD
kzp_train_013296,тәрбиелік: көне тарихи ескерткіштерді ұлттық құндылықтарды сақтап қастерлеуге өнерді түсінуге және шеберлік шығармашылыққа тәрбиелеу,O O O COMMA O O COMMA COMMA O O O O O PERIOD
kzp_train_044078,оның астында жақсы жетілген қабық қабатты болады қабықтың сыртқы қабатында тірек ұлпасы бар,O O O O O O PERIOD O O O O O PERIOD
kzp_train_054340,мысалы от орнындай тұяқтан оймақтайы қалыпты ер тарғын литотаның мақсаты тосын әсер туғызу,COMMA O O COMMA O O O PERIOD O O O O PERIOD
kzp_train_009435,үздік вайн номинациясы бойынша ілияс бейсенбек жансерік қадырбаев бегәлі жәкеновтер жеңімпаз атанды,O O O O O COMMA O COMMA O O O PERIOD
kzp_train_027932,jeux olympiques d’hiver de жылы ақпан күндері корея республикасының пхенчхан қаласында өтті елден спортшы қатысты,O O O O O O O O O O O PERIOD O O PERIOD
kzp_train_019128,анықтама интегралының дағы шегі функция-сының дан ке дейін алынған интегралы деп атайды және оны мына символмен белгілейді:,PERIOD O O O O O O O O O O O O O O O O
kzp_train_007253,алайда энергияны үнемдеу бағытындағы қарымды қадамдар нақты осы кезеңде жасалған болатын деді қр идм индустриялық даму және өнеркәсіптік қауіпсіздік комитеті төрағасының орынбасары тимур нұрашев астанада өтіп жатқан форумда,COMMA O O O O O O O O O COMMA O O O O O O O O O O O O O O O O PERIOD
kzp_train_013284,"әуезов м абай жолы text : евгений сидоркиннің иллюстрациялары / әуезов мұхтар,; ред.-құраст.:а.баирова алматы : өнер",O PERIOD O O O O O O O O O O O O O COMMA
kzp_train_003506,еске салайық наурыз күні ресейдің кемерово қаласында зимняя вишня сауда үйінде өрт шығып соңғы деректерге сәйкес адам қаза тапты,O COMMA O O O O O O O O O O COMMA O O O O O PERIOD
kzp_train_001679,қызылорда облысы жаңақорған ауданы түгіскен ауылының тұрғыны екінші дүниежүзілік соғыс ардагері жастағы әсен құлымбетов азаттық тілшісіне соғыс алдындағы ашаршылық соғыс кезіндегі германиядағы немістердің тұрмысы соғыстан кейінгі аштық туралы айтып берді наурыз жыл,O O O O O O COMMA O O O O O O O O O O O COMMA O O O O COMMA O O O O O PERIOD O PERIOD
kzp_train_053401,батыр баяндағы баянның інісінің аты кім,O O O O O QUESTION
kzp_train_019531,туралы мағлұмат алынады көмірсулы заттар көмірсулар ыдырай бастайды,O O PERIOD O O O O PERIOD
kzp_train_008130,айта кетейік жалпы облыста алпыс алты мыңнан астам мұғалім бар болса оның он бес мыңнан астамы білім беру ісінің үздігі ал он үш мыңға жуығы жоғары санаттағы ұстаздар,O COMMA O O O O O O O O COMMA O O O O O O O O COMMA O O O O O O O PERIOD
kzp_train_056156,қырғи қабақ соғыс қарулануға көп қаржы шығаруды талап етті инженерлер мен жұмысшылардың ең таңдаулылары қарудың жаңа түрін шығарумен айналысты жанталаса қарулану адам естіп білмеген ғылыми жаңалықтар тудырды,O O O O O O O O COMMA O O O O O O O O O PERIOD O O O O O O O PERIOD
kzp_train_047893,"жер әр минут сайын күннен 2,4·1018 кал сәулелік энергия алады",O O O O O O O O O PERIOD
kzp_train_016964,мекемеде музыкалық және спорттық залдар әдістемелік және медициналық кабинеттер психолог өзін-өзі тану қазақ тілі бөлмелері асхана бар мұнда балалардың жан-жақты дамуына барлық жағдай жасалған,O O O O COMMA O O O COMMA COMMA O COMMA O O COMMA O PERIOD O O O O O O PERIOD
kzp_train_009662,еске сала кетейік қр үкіметінің жылғы шілдедегі қаулысына сәйкес оралмандарды орналастыратын өңірлер анықталды ол тізімге астана және алматы қалалары кірмейді,O O COMMA O O O O O O O O O COMMA O O O O O O PERIOD
kzp_train_029375,канзас kansas штат америка құрама штаттарының орталығында орналасқан халқы адам астасы— топика қаласы,O O O O O O O PERIOD O O O O PERIOD
kzp_train_053222,ал наманған қаласынан табылған үшінші нұсқа ғасырда араб әрпімен қағазға түсірілген бұл қолжазба ташкенттегі шығыстану институтының қорында сақтаулы тұр,O O O O O O O O O O PERIOD O O O O O O O PERIOD
kzp_train_013500,әзірбайжан президенті ильхам әлиев таулы-қарабах аймағына тәуелсіздік беретін мүмкіндік жоқ деді,O O O O O O O O O O PERIOD
kzp_train_003343,мәселен соңғы оқиға қаңтар күні спартак көшесіндегі үйлердің бірінде тіркелді анасы үлкен ұлын сабаққа шығарып салуға шыққан уақытта пәтерде қалған жарым жастағы сәби есікті іштен бекітіп алған,O O O O O O O O O PERIOD O O O O O O O COMMA O O O O O O O O PERIOD
kzp_train_045952,қосалқы тамыр тамыр жүйесін ұлғайтады негізгі және жанама тамыр жоқ жағдайда олардың қызметін атқарады бұның кесіндісімен өсімдікті вегетативті көбейтуге болады,O O O O COMMA O O O O O O O O COMMA O O O O O PERIOD
kzp_train_049012,олардың ішінде ең танымал болғандары семей әуесқой театр тобы және халықка білім берудің орынбордағы қазақ институты институт негізінде жылы қаңтарда қызылордада тұңғыш кәсіби қазақ театры ашылды,O O O O O O O O O O O O O O O PERIOD O O O O O O O O O PERIOD
kzp_train_045543,ауыз ойысындағы кірпікшелердің қимылымен судағы ұсақ тірі ағзалар және бактериялар кебісшенің жұтқыншағына қарай жылжиды қоректік зат цитоплазмаға түсісімен төңірегінде көпіршік түзіледі және асқорыту вакуоліне айналып қоректі өзгеріске ұшыратады,O O O O O O O O O O O O O PERIOD O O O O O O O O O O COMMA O O PERIOD
kzp_train_020056,үкімет виза мәселелерін жеңілдетуді инфрақұ­рылымды дамытуды және туризм саласындағы кедергі­лерді алып тастауды қамтитын кешенді шаралар қабы­л­дауы керек,O O O COMMA O O O O O O O O O O O O PERIOD
kzp_train_049711,ал талдықорған облысындағы жаңа талап колхозының бастығы н.алдабергенов екі мәрте социалистік еңбек ері атағын алды,COMMA O O O O O O O O O O O O O PERIOD
kzp_train_005237,қазақстан республикасының он сегiз жасқа толған сондай-ақ қоғамдық кеңес жергiлiктi деңгейде қалыптастырылған жағдайда тиiстi әкiмшiлiк-аумақтық бiрлiк шегiнде тұратын азаматы қоғамдық кеңес мүшелiгiне кандидат бола алады,O O O O O COMMA O O O O O O O O O O O O O O O O O O PERIOD
kzp_train_007805,оқу орнының спортсмен студенттері спорт­тан өткен халықаралық жарыстарда олимпиадалық медальдардың иегерлері мен жүлдегерлері атанып жүр бұл барлық ұжымның зор еңбегі,O O O O O O O O O O O O O O PERIOD O O O O PERIOD
kzp_train_046175,әдетте зигота бірден дами бастайды кейде ол қатты қабықпен қоршалады және өсуге қолайлы жағдай туғанда зигоспораға мысалы кейбір саңырауқұлақтар мен балдырлар айналады жыныссыз көбею кезінде пайда болатын споралардан зигоспораның айырмашылығы ол таралуға емес “сақталуға” бейімделген,COMMA O O O COMMA O O O O O O O O O O O COMMA O O O O PERIOD O O O O O O O O O O COMMA O PERIOD
kzp_train_016896,мәжіліс сайлау туралы жаңа заңды қабылдады оңтүстік корея тағы бір экс-президентін жемқорлық айыбымен жауапқа тартпақ,O O O O O PERIOD O O O O O O O O PERIOD
kzp_train_029305,эверест шыңына шыққан алғашқы адам,O O O O QUESTION
kzp_train_001081,мекка мен медина қалаларының орталық штабтарында қазақстан мұсылмандары діни басқармасы ұйымдастырған стационарлық бөлімшелер тәулік бойы жұмыс істейтін болады ол жерде қазақстандық дәрігерлер тарапынан қажыларымызға алғашқы медициналық көмек көрсетіледі,O O O O O O O O O O O O O O O O O PERIOD O O O O O O O O O PERIOD
kzp_train_050816,текелі мыс қорыту зауытының екінші кезегі тіске қосылды жаңа шахта табылып қопарылды,O O O O O O O PERIOD O O COMMA PERIOD
kzp_train_009204,барлығымыз да мұғалімнің алдынан өттік ұстазы жақсының ұстамы жақсы дейді халық даналығы,O O O O PERIOD O O O O O O PERIOD
kzp_train_034699,никарагуа республикасы орталық америкадағы ең ірі мемлекет ол олтүстігінде гондураспен ал оңтүстігінде коста-рикамен шектеседі,O O O O O O PERIOD O O COMMA O O O PERIOD
kzp_train_023944,ол үшін бұрымыңыз анық көрінетіндей өз фотоңызды редакцияға жолдауыңыз қажет келесі жылға біздің газетімізге жазылғандығыңызды растайтын бір жылға жазылу түбіртекті де қоса жолдау байқаудың басты шартының бірі,O O O O O O O O O PERIOD O O O O O O O O O O O O O O O O PERIOD
kzp_train_001150,оқушыларға қосу-алу-қызықты жаттығуы бар таратпа материалдар таратылады оқушылар өздерінің сабақ туралы ойларың жазады,O O O O O O PERIOD O O O O O PERIOD
kzp_train_051990,олардың әрқайсысының өз билері батырлары болғанымен жалпы саяси билік әбілқайыр хан қолында болды әбілқайыр кіші жүздің ханы болуымен қатар жоңғарларға қарсы күрестерде ұйымдастырушылығымен басшылығымен бүкіл қазаққа танымал әрі ықпалды тұлғаға айналады,O O O COMMA O COMMA O O O O O O PERIOD O O O O O COMMA O O O COMMA O O O COMMA O O O PERIOD
kzp_train_005949,сонда қалай дәстүрлі әншілер эстрадаға кетіп жатқан кезде сіздің ол жаққа ат басын бұруыңызға не себеп болды,O QUESTION O O O O O COMMA O O O O O O O O QUESTION
kzp_train_008308,ол он төрт он бес жасынан бастап ақындық өнерін машық ете бастаған алғашқы кезде ел аузынан естіген аңыз ертегілерді қисса жырларды жаттап алып жиын тойларда айтып жүрген,O O O O O O O O O O O PERIOD O O O O O O COMMA O O O COMMA O O O PERIOD
kzp_train_032217,оның тең жарымы ойдан шығарылған тең жарымы шынайы тарихи тұлғалар толстой ең мықты кейіпкерлерінің күрделі ішкі жан дүниесін шындықты іздеп шарқ ұруын мінсіздікке ұмтылысын ашып көрсетеді,O O O O COMMA O O O O PERIOD O O O O O O O COMMA O O O COMMA O O O PERIOD
kzp_train_025316,мұнан өзге шара аясында облыстың өзге де тауарөндірушілері халыққа өз өнімдерін ұсынды байқаудан өңірдің әр аудан ауылынан келіп көрмеге қатысушы тауарөндірушілер саны көңіл қуантарлық жайт бұл кәсіпкерлердің арасында өткен жылы ғана бастау жобасына қатысып білімін жетілдіріп кәсібін ашқан жандар бар,O COMMA O O O O O O O O O PERIOD O O O COMMA O COMMA O O O O O O COMMA O O O O O O O O COMMA O COMMA O O O PERIOD
kzp_train_025945,оқыту әдістері: ұлттық педагогика ақпараттық-коммуникативтік технология саралап-деңгейлеп оқыту ойын элементтері,O O O COMMA O COMMA O COMMA O PERIOD
kzp_train_047030,әлем халқының өсу қарқынының үдеуі xviii ғ басталады,O O O O O O PERIOD PERIOD
kzp_train_037945,үштік одаққа қарсы ұлыбритания франция ресей одағы құрылды сонымен еуропа қарулы күштері екі лагерьге бөлінді мұның өзі 1-дүниежүзілік соғыстың ашылуына себепкер болды,O O O COMMA COMMA O O PERIOD O O O O O O COMMA O O O O O O PERIOD
kzp_train_028251,кунал найяр कुणाल नय्यर; туған сәуір лондон ұлыбритания ата-тегі үндіс британдық актер әлемге көбінесе үлкен жарылыс теориясы атты комедиялық сериалдағы ойнап жатқан раджеш рамаян кутраппали рөлімен әйгілі,O O O O O O COMMA O O COMMA O COMMA O O O O O O O O O O O O O O PERIOD
kzp_train_014098,кейінірек қазақ-қырғыз шекарасындағы жағдайды да қазақ билігінің жеке амбициясымен байланыстен байланыстырған одан соң “қырғыз еліне қылыш ұстап келгендер басын қалдырып кетеді” деп те айтып салды,O O O O O O O O O O PERIOD O O O O O O O O O O O O O PERIOD
kzp_train_017214,сосын қолымды қойдым сосын менің туған қалам да астанадай үлкен болса деп тіледім,O O PERIOD O O O O O O O O O PERIOD
kzp_train_008311,оның барысында путин ақш президенті барак обамамен телефон арқылы байланысып екі тараптың сирия жеріндегі әскери ұрыстарды тоқтату туралы келіссөз бойынша бір келісімге келгендіктерін мәлімдеді,O O O O O O O O O COMMA O O O O O O O O O O O O O PERIOD
kzp_train_021136,шараға алматы облыстық дін істер басқармасының басшылары мекеме бөлім меңгерушілері облыстық аудандық мәслихат депутаттары аудандық дін танушылар және діни бірлестік жетекшілері қала және ауылдық округ әкімдері мемлекеттік қызметкерлер құқық қорғау органдарының өкілдері нұр отан партиясының және үкіметтік емес ұйымдардың өкілдері білім және денсаулық сақтау саласының қызметкерлері ауданымыздың азаматтық қоғам институтының өкілдері жастар ресурстық орталығының кеңесшілері және бақ өкілдері қатысты,O O O O O O COMMA COMMA O COMMA COMMA O O COMMA O O O O O O COMMA O O O O COMMA O COMMA O O O COMMA O O O O O O O COMMA O O O O O COMMA O O O O COMMA O O O O O O O PERIOD
kzp_train_026258,бірінші бойынша әртүрлі семинарлар мен конференцияларға қатысу жас зерттеушілердің кіші академиясы жанынан қызмет ету қызықты астрономия және космонавтика бойынша білім бағдарламасын жүзеге асыру жоспарланған ол үшін бжс-да мобильді планетарий мен жабдықталған астрономиялық кешен орнатылмақ,O O O O O O COMMA O O O O O O COMMA O O O O O O O O O PERIOD O O O O O O O O O PERIOD
kzp_train_018077,жылдың шілдесінен бастап елімізде арнайы жәрдемақы енгізіледі осы орайда қр еңбек және xалықты әлеуметтік қорғау вице-министрі светлана жақыпова окқ алаңында өткен брифинг барысында атаулы жәрдемақы кімдерге берілетінін түсіндірді деп xабарлайды baq.kz тілшісі,O O O O O O PERIOD O O O O O O O O O O O O O O O O O O O O COMMA O O O PERIOD
kzp_train_046185,аналықта жұп x хромосомалар болғандықтан мейоз нәтижесінде оларда бір типті жұмыртқа жасушасы түзіледі әрқайсысында бірден x хромосома болады аталықта сперматозоидтердің бір типінде x хромосома болса екінші типінде ү хромосома болады,O O O O COMMA O O O O O O O COMMA O O O O PERIOD O O O O O O COMMA O O O O PERIOD
kzp_train_017019,екеуміз қытайға жиі барамыз әрине білмейтіндер біздің жұмысты оп-оңай деп ойлайды,O O O PERIOD COMMA O O O O O PERIOD
kzp_train_037233,алынған цитаттан сөз немесе сөйлем қалдырылған жағдайда: әуелі еңбек ал онан соң және сонымен бірге.. сөз ең басты екі стимул болды деп жазды ф,O O O O O O O O COMMA O O O O O PERIOD O O O O O COMMA O O PERIOD
kzp_train_028940,қаңтар айының орташа темп-сы солтүстігінде °c-дан +8°с-ға оңтүстігінде дейін ал шілдеде 18-26°с-ға дейін өзгереді жылдық жауын-шашын мөлш,O O O O O O O O COMMA O O O O PERIOD O O PERIOD
kzp_train_039567,маймылдар ғаламшары planet of the apes пьер бульдің аттас романына негізделген франшиза осы атпен жарық көрген бірнеше фильм мен комикстар видеоойындар бар,O O O O O O O O O O O PERIOD O O O O O O O COMMA O PERIOD
kzp_train_007987,рамазан айының құрметіне және халықаралық музейлер күніне арналған ислам әлеміне саяхат атты мәдени-рухани іс-шара өтеді кеш мамыр күні жергілікті уақытпен сағат 22.00-01.00 аралығында облыстық руханият музейінде өтетін болады,O O O O O O O O O O O O O O PERIOD O O COMMA O O O O O O O O O PERIOD
kzp_train_007079,жылғы қарашадан қазгидромет рмк ақтөбе облысы бойынша филиалы директоры лауазымына тағайындалды,O O O O O O O O O O PERIOD
kzp_train_039734,clash of clans ойыны қай жанрға жатады,O O O O O O QUESTION
kzp_train_015202,"егер астық сақтауды дұрыс ұйымдастырған жағдайда бұл аталған шығын түрлері жыл бойына астық қорының небәрі 0,3--.0,4 %-іне ғана жетеді",O O O O O O O O O O O O O O O O O O PERIOD
kzp_train_004142,жеке басын куәландыратын құжатта жеке сәйкестендіру нөмірі болмаған жағдайда жеке сәйкестендіру нөмірінің көшірмесі,O O O O O O O O O O O O PERIOD
kzp_train_032093,үшінші крест жорығына қарсы мұсылмандарды басқарған билігінің шарықтау кезінде өзі негізін қалаған аюбид династиясы мысыр сирия ирак хиджаз және йеменді билеген,O O O O O PERIOD O O O O O O O O COMMA COMMA COMMA O O O PERIOD
kzp_train_056179,өмірінің соңғы жылдарын әулие елена аралында ағылшындардың тұтқыны ретінде өткізді сонда асқазан жарасынан қайтыс болды,O O O O O O O O O PERIOD O O O O PERIOD
kzp_train_000876,мыңнан астам педагогтар республикалық бюджет есебінен біліктілікті арттыру курстарынан өтуде мыңнан астам пән мұғалімдері жеке пәндерді ағылшын тілінде оқыту үшін тілдік курстарда оқуда,O O O O O O O O O PERIOD O O O O O O O O O O O O PERIOD
kzp_train_054021,ахмет байтұрсыновтың өлеңдер жинағының аты қандай,O O O O O QUESTION
kzp_train_021699,шыңғырып жатыр көлік ішінде қыз зорламақ болған таксист ұсталды видео kaz.365info.kz,O PERIOD O O O O O O O O O
kzp_train_021606,балаларға көлік туралы түсінік беру олардың түрлерін ажыратуға үйрету; сурет бойынша әңгімелей білуге үйрету сөздік қорларын толықтыру дауыс ырғағын дұрыс сақтап сөйлеулерін дамыту,O O O O COMMA O O O O O O O O PERIOD O O COMMA O O O O O PERIOD
kzp_train_049156,позолотин взвод командирі г.г рамаев және минометші қ.сыпатаев,COMMA O O PERIOD O O O PERIOD
kzp_train_048747,қала тұрғындарының бірі қалмай өлтірілді ал қайыр хан өзін-өзі өлтірмекке бел буды,O O O O PERIOD O O O O O O PERIOD
kzp_train_003051,кейіннен теңге бергенімде бәрін жайып салды дәптерінің ішінде тізіліп тұрған суретімізді өз көзіммен көрдім,O O O O O PERIOD O O O O O O O PERIOD
kzp_train_054843,сонымен бірге баласы ескендірді өсіруіне де көп көмектеседі балташ ақбілектің жанын түсінген жігіт,O O O O O O O PERIOD O O O O PERIOD
kzp_train_019508,және әлеуметтік-сәйкес келмеуі жайында гипотеза ұсынды кейбір психологтар,O O O O O PERIOD O O
kzp_train_014599,тұтастай алғанда аталған шаралардың қабылдануы қазақстанға сыбайлас жемқорлыққа қарсы қызмет деңгейі бойынша орталық азия өңірінде де тмд елдері арасында да көшбасшы орындардың бірін алуға мүмкіндік берді,O COMMA O O O O O O O O O O O O O COMMA O O O O O O O O O PERIOD
kzp_train_048096,==үндіеуропа тілдері шоғыры== еуразиядағы ең ірі жан-жақты зерттелген тілдер шоғыры үнді-eуропа тілдері шоғыры оның құрамына енетіндердің өзі бірнеше топқа топтар тармаққа бөлінеді,O O O O O COMMA O O O O O O PERIOD O O O O O COMMA O O PERIOD
kzp_train_027236,бұл таэквондодан барша мұсылман әлеміндегі алғашқы әрі соңғы жоғары дәреже еді осылайша ол аңызға айланады,O O O O O O O O O O PERIOD O O O PERIOD
kzp_train_002491,астана мамыр sputnik өскемен қаласындағы қазцинк жшс өнеркәсіп алаңында болған өрттен кейін ауадағы зиянды заттардың нормадан тыс шамалы асуы тіркелді деп хабарлайды шығыс қазақстан облысының табиғатты қорғау прокуратурасы,COMMA O PERIOD O O O O O O O O O O O O O O O O COMMA O O O O O O O PERIOD
kzp_train_015338,ұлы тұлғаларын ұлықтауда айтыстың тақырыбы: мемлекет және қоғам қайраткерлері темірбек жүргенов пен ілияс қабыловтың социалистік еңбек ері ұзақ еспановтың еңбегі мен ерлігін жырға қосу,O O PERIOD O O O O O O O O O O COMMA O O O O O O O O O PERIOD
kzp_train_029749,илиада әдеби шығарманың қандай түрінің мысалы болып табылады,O O O O O O O QUESTION
kzp_train_053006,бұл шайқаста бұхар хандығының әскері ойсырай жеңіліс тауып тым-тырақай қашты бұхар әскерлері самарқан бекінісіне тығылады,O O O O O O O COMMA O PERIOD O O O O PERIOD
kzp_train_004777,хәлі ауыр науқастың дәрігерлер бетін бері қарата алмады арада үш сағат өткенде оның жүрегі тоқтады,O O O O O O O PERIOD O O O O O O PERIOD
kzp_train_042675,махамбет өтемісұлы ж. ішкі бөкей ордасы қазіргі батыс қазақстан облысының бөкей ордасы ауданының нарын құмының жасқұс деген жері ж,O O COMMA O O COMMA O O O O O O O O O O O PERIOD PERIOD
kzp_train_031024,адам ағзасындағы бүйректің қызметі қандай,O O O O QUESTION
kzp_train_031289,ағылшынның pen сөзі латынша penna құс қауырсыны деген сөзден шыққан құс қауырсындары 18-ғасырға дейін рекордтық yақыт қолданылды,O O O O O O O O O PERIOD O O O O O O PERIOD
kzp_train_055609,кейіннен ұлы орданың әміршісі мансұрұлы темір бидің және ноғайлы жүсіп бидің төңірегінде өмірінің соңғы кезін қазақ ханы хақназар маңында өткізді жырау туындылары әсерлі өткір аз сөзге көп мағына сыйғызған сұлу сазды көркемдігімен ерекшеленеді,O O O COMMA O O O O O O O COMMA O O O O O O O PERIOD O O COMMA COMMA O O O O O O O O PERIOD
kzp_train_022677,тіпті ұпай беретін соңғы жарыста ол бірнеше рет көш басында болған еді,COMMA O O O O O O O O O O PERIOD
kzp_train_050300,ж ашыққан балаларға арнап қандай мекеме құрылды,PERIOD O O O O O QUESTION
kzp_train_049726,бірақ облыстағы барлық контрреволюциялық күштер оларға қарсы одақтасын әскери диктатура орнатуға тырысты ж,COMMA O O O O O O COMMA O O O PERIOD PERIOD
kzp_train_052921,алғашқы кітабы оян қазақ! жұртшылық арасында ауыздан-ауызға қолдан-қолға тез тарап кетеді қайта басылады,O O COMMA O O O COMMA O O O PERIOD O PERIOD
kzp_train_028312,сақиналардың иесі кітаптары қашан жазылды,O O O O QUESTION
kzp_train_053298,лирикалық жанрдың қандай ерекшеліктері бар,O O O O QUESTION
kzp_train_033621,тiстердiң қалыпты саны ересек адамда және болуы мiндеттi емес ақыл тiс атап айтсақ күрек тіс ит тiс кіші азу тіс және үлкен азу тістер,O O O O O O O O O O PERIOD O O O COMMA O COMMA O O O O O O PERIOD
kzp_train_010966,конкурсқа жылғы сәуір жылғы маусым аралығында жарияланған жұмыстар қабылданады байқауға қазақ және орыстілді журналистер қатыса алады,O O O O O O O O PERIOD O O O O O O PERIOD
kzp_train_055071,“еспембет” жанрлық ерекшелігі жағынан батырлық эпосқа жақын елдік елдің батыр ұлдары туралы идея “еспембеттей ер қайда? ер күтетін ел қайда” деп басталатын ірі туындыда айқын көрініс тапқан,O O O O O O PERIOD COMMA O O O O O O O COMMA O O O COMMA O O O O O O PERIOD
kzp_train_013121,халыққа қызмет көрсету орталықтарының тізімі мен мекенжайлары жылжымайтын мүлік объектілерінің техникалық паспортын..,O O O O O O O O O O O PERIOD
kzp_train_032097,крест жорықтары кезінде мұсылмандардың көшбасшысы кім болды,O O O O O O QUESTION
kzp_train_013403,жаңа кредиттер қатарына жылдың қатарынан бастап берілген кредиттер жатқызылады,O O O O O O O O PERIOD
